nro.;Case de Prueba;price;currencyType;informationLabel;color;buttonLabel;section;description;title;instruction;imageUrl;logoUrl;code;disclaimer;typeCode;startTime;endTime;enabled;status;lstDealCategory;lstDealCondition;commerceReference;createdUser;codigo;codbody;rtoken
11;Registrar promocion con informationLabel en blanco - resultado 400;5;PEN;;#002b65;Ver detalles;ALL;50% de descuento pagando con Tunki;Cineplanet;De lunes a viernes de 10:30 am a 11:00 PM;https://firebasestorage.googleapis.com/v0/b/pe-grupo-intercorp-cld-01.appspot.com/o/benefit%2Fpromotion%2Fsarcletti_background.png?alt=media&token=0f3dd8dc-7a8a-441b-bcce-393d29ef72d5;https://firebasestorage.googleapis.com/v0/b/pe-grupo-intercorp-cld-01.appspot.com/o/benefit%2Fpromotion%2Fsarcletti_logo.png?alt=media&token=4e59e3f0-292c-49ea-b4e7-6e1d4bfb140b;123456789;Presenta esta promoción al momento de hacer el pago con Tunki.;1;4/12/4009;31/12/4009;true;1;"[
    {
      ""category"": {
        ""categoryId"": ""0e8400-e29b-41d4-a716-446655440000""
      }
    }
  ]";"[
    {
      ""description"": ""Solo en tiendas seleccionadas"";
      ""iconUrl"": ""https://firebasestorage.googleapis.com/v0/b/pe-grupo-intercorp-cld-01.appspot.com/o/benefit%2Fpromotion%2Fcondition%2FIcono_tarjeta%403x.png?alt=media&token=18a497d7-d97b-4714-8e85-f93032e3bfed""
    }
  ]";"{
    ""commerceId"": ""0e8400-e29b-41d4-a716-446655440000"";
    ""lstStoreReference"": [
      {
        ""storeId"": ""0e8400-e29b-41d4-a716-446655440000""
      }
    ]
  }";923456723-qafjf-414sffs;400;;
12;Registrar promocion con informationLabel caracteres especiales - resultado 400;5;PEN;#$%&+;#002b65;Ver detalles;ALL;50% de descuento pagando con Tunki;Cineplanet;De lunes a viernes de 10:30 am a 11:00 PM;https://firebasestorage.googleapis.com/v0/b/pe-grupo-intercorp-cld-01.appspot.com/o/benefit%2Fpromotion%2Fsarcletti_background.png?alt=media&token=0f3dd8dc-7a8a-441b-bcce-393d29ef72d5;https://firebasestorage.googleapis.com/v0/b/pe-grupo-intercorp-cld-01.appspot.com/o/benefit%2Fpromotion%2Fsarcletti_logo.png?alt=media&token=4e59e3f0-292c-49ea-b4e7-6e1d4bfb140b;123456789;Presenta esta promoción al momento de hacer el pago con Tunki.;1;4/12/4009;31/12/4009;true;1;"[
    {
      ""category"": {
        ""categoryId"": ""0e8400-e29b-41d4-a716-446655440000""
      }
    }
  ]";"[
    {
      ""description"": ""Solo en tiendas seleccionadas"";
      ""iconUrl"": ""https://firebasestorage.googleapis.com/v0/b/pe-grupo-intercorp-cld-01.appspot.com/o/benefit%2Fpromotion%2Fcondition%2FIcono_tarjeta%403x.png?alt=media&token=18a497d7-d97b-4714-8e85-f93032e3bfed""
    }
  ]";"{
    ""commerceId"": ""0e8400-e29b-41d4-a716-446655440000"";
    ""lstStoreReference"": [
      {
        ""storeId"": ""0e8400-e29b-41d4-a716-446655440000""
      }
    ]
  }";923456723-qafjf-414sffs;400;;
13;Registrar promocion con informationLabel menor a carateres permitidos - resultado 400;5;PEN;sd;#002b65;Ver detalles;ALL;50% de descuento pagando con Tunki;Cineplanet;De lunes a viernes de 10:30 am a 11:00 PM;https://firebasestorage.googleapis.com/v0/b/pe-grupo-intercorp-cld-01.appspot.com/o/benefit%2Fpromotion%2Fsarcletti_background.png?alt=media&token=0f3dd8dc-7a8a-441b-bcce-393d29ef72d5;https://firebasestorage.googleapis.com/v0/b/pe-grupo-intercorp-cld-01.appspot.com/o/benefit%2Fpromotion%2Fsarcletti_logo.png?alt=media&token=4e59e3f0-292c-49ea-b4e7-6e1d4bfb140b;123456789;Presenta esta promoción al momento de hacer el pago con Tunki.;1;4/12/4009;31/12/4009;true;1;"[
    {
      ""category"": {
        ""categoryId"": ""0e8400-e29b-41d4-a716-446655440000""
      }
    }
  ]";"[
    {
      ""description"": ""Solo en tiendas seleccionadas"";
      ""iconUrl"": ""https://firebasestorage.googleapis.com/v0/b/pe-grupo-intercorp-cld-01.appspot.com/o/benefit%2Fpromotion%2Fcondition%2FIcono_tarjeta%403x.png?alt=media&token=18a497d7-d97b-4714-8e85-f93032e3bfed""
    }
  ]";"{
    ""commerceId"": ""0e8400-e29b-41d4-a716-446655440000"";
    ""lstStoreReference"": [
      {
        ""storeId"": ""0e8400-e29b-41d4-a716-446655440000""
      }
    ]
  }";923456723-qafjf-414sffs;400;;
14;Registrar promocion con informationLabel mayor a carateres permitidos - resultado 400;5;PEN;1a2s3d4f5g6h7j8k9l0ñkl;#002b65;Ver detalles;ALL;50% de descuento pagando con Tunki;Cineplanet;De lunes a viernes de 10:30 am a 11:00 PM;https://firebasestorage.googleapis.com/v0/b/pe-grupo-intercorp-cld-01.appspot.com/o/benefit%2Fpromotion%2Fsarcletti_background.png?alt=media&token=0f3dd8dc-7a8a-441b-bcce-393d29ef72d5;https://firebasestorage.googleapis.com/v0/b/pe-grupo-intercorp-cld-01.appspot.com/o/benefit%2Fpromotion%2Fsarcletti_logo.png?alt=media&token=4e59e3f0-292c-49ea-b4e7-6e1d4bfb140b;123456789;Presenta esta promoción al momento de hacer el pago con Tunki.;1;4/12/4009;31/12/4009;true;1;"[
    {
      ""category"": {
        ""categoryId"": ""0e8400-e29b-41d4-a716-446655440000""
      }
    }
  ]";"[
    {
      ""description"": ""Solo en tiendas seleccionadas"";
      ""iconUrl"": ""https://firebasestorage.googleapis.com/v0/b/pe-grupo-intercorp-cld-01.appspot.com/o/benefit%2Fpromotion%2Fcondition%2FIcono_tarjeta%403x.png?alt=media&token=18a497d7-d97b-4714-8e85-f93032e3bfed""
    }
  ]";"{
    ""commerceId"": ""0e8400-e29b-41d4-a716-446655440000"";
    ""lstStoreReference"": [
      {
        ""storeId"": ""0e8400-e29b-41d4-a716-446655440000""
      }
    ]
  }";923456723-qafjf-414sffs;400;;
15;Registrar promocion con color en blanco - resultado 400;5;PEN;Sabados;;Ver detalles;ALL;50% de descuento pagando con Tunki;Cineplanet;De lunes a viernes de 10:30 am a 11:00 PM;https://firebasestorage.googleapis.com/v0/b/pe-grupo-intercorp-cld-01.appspot.com/o/benefit%2Fpromotion%2Fsarcletti_background.png?alt=media&token=0f3dd8dc-7a8a-441b-bcce-393d29ef72d5;https://firebasestorage.googleapis.com/v0/b/pe-grupo-intercorp-cld-01.appspot.com/o/benefit%2Fpromotion%2Fsarcletti_logo.png?alt=media&token=4e59e3f0-292c-49ea-b4e7-6e1d4bfb140b;123456789;Presenta esta promoción al momento de hacer el pago con Tunki.;1;4/12/4009;31/12/4009;true;1;"[
    {
      ""category"": {
        ""categoryId"": ""0e8400-e29b-41d4-a716-446655440000""
      }
    }
  ]";"[
    {
      ""description"": ""Solo en tiendas seleccionadas"";
      ""iconUrl"": ""https://firebasestorage.googleapis.com/v0/b/pe-grupo-intercorp-cld-01.appspot.com/o/benefit%2Fpromotion%2Fcondition%2FIcono_tarjeta%403x.png?alt=media&token=18a497d7-d97b-4714-8e85-f93032e3bfed""
    }
  ]";"{
    ""commerceId"": ""0e8400-e29b-41d4-a716-446655440000"";
    ""lstStoreReference"": [
      {
        ""storeId"": ""0e8400-e29b-41d4-a716-446655440000""
      }
    ]
  }";923456723-qafjf-414sffs;400;;
16;Registrar promocion con color caracteres especiales - resultado 400;5;PEN;Sabados;#$&++$#;Ver detalles;ALL;50% de descuento pagando con Tunki;Cineplanet;De lunes a viernes de 10:30 am a 11:00 PM;https://firebasestorage.googleapis.com/v0/b/pe-grupo-intercorp-cld-01.appspot.com/o/benefit%2Fpromotion%2Fsarcletti_background.png?alt=media&token=0f3dd8dc-7a8a-441b-bcce-393d29ef72d5;https://firebasestorage.googleapis.com/v0/b/pe-grupo-intercorp-cld-01.appspot.com/o/benefit%2Fpromotion%2Fsarcletti_logo.png?alt=media&token=4e59e3f0-292c-49ea-b4e7-6e1d4bfb140b;123456789;Presenta esta promoción al momento de hacer el pago con Tunki.;1;4/12/4009;31/12/4009;true;1;"[
    {
      ""category"": {
        ""categoryId"": ""0e8400-e29b-41d4-a716-446655440000""
      }
    }
  ]";"[
    {
      ""description"": ""Solo en tiendas seleccionadas"";
      ""iconUrl"": ""https://firebasestorage.googleapis.com/v0/b/pe-grupo-intercorp-cld-01.appspot.com/o/benefit%2Fpromotion%2Fcondition%2FIcono_tarjeta%403x.png?alt=media&token=18a497d7-d97b-4714-8e85-f93032e3bfed""
    }
  ]";"{
    ""commerceId"": ""0e8400-e29b-41d4-a716-446655440000"";
    ""lstStoreReference"": [
      {
        ""storeId"": ""0e8400-e29b-41d4-a716-446655440000""
      }
    ]
  }";923456723-qafjf-414sffs;400;;
17;Registrar promocion con color menor a carateres permitidos - resultado 400;5;PEN;Sabados;yu;Ver detalles;ALL;50% de descuento pagando con Tunki;Cineplanet;De lunes a viernes de 10:30 am a 11:00 PM;https://firebasestorage.googleapis.com/v0/b/pe-grupo-intercorp-cld-01.appspot.com/o/benefit%2Fpromotion%2Fsarcletti_background.png?alt=media&token=0f3dd8dc-7a8a-441b-bcce-393d29ef72d5;https://firebasestorage.googleapis.com/v0/b/pe-grupo-intercorp-cld-01.appspot.com/o/benefit%2Fpromotion%2Fsarcletti_logo.png?alt=media&token=4e59e3f0-292c-49ea-b4e7-6e1d4bfb140b;123456789;Presenta esta promoción al momento de hacer el pago con Tunki.;1;4/12/4009;31/12/4009;true;1;"[
    {
      ""category"": {
        ""categoryId"": ""0e8400-e29b-41d4-a716-446655440000""
      }
    }
  ]";"[
    {
      ""description"": ""Solo en tiendas seleccionadas"";
      ""iconUrl"": ""https://firebasestorage.googleapis.com/v0/b/pe-grupo-intercorp-cld-01.appspot.com/o/benefit%2Fpromotion%2Fcondition%2FIcono_tarjeta%403x.png?alt=media&token=18a497d7-d97b-4714-8e85-f93032e3bfed""
    }
  ]";"{
    ""commerceId"": ""0e8400-e29b-41d4-a716-446655440000"";
    ""lstStoreReference"": [
      {
        ""storeId"": ""0e8400-e29b-41d4-a716-446655440000""
      }
    ]
  }";923456723-qafjf-414sffs;400;;
18;Registrar promocion con color mayor a carateres permitidos - resultado 400;5;PEN;Sabados;#002b65#002b65#002b65;Ver detalles;ALL;50% de descuento pagando con Tunki;Cineplanet;De lunes a viernes de 10:30 am a 11:00 PM;https://firebasestorage.googleapis.com/v0/b/pe-grupo-intercorp-cld-01.appspot.com/o/benefit%2Fpromotion%2Fsarcletti_background.png?alt=media&token=0f3dd8dc-7a8a-441b-bcce-393d29ef72d5;https://firebasestorage.googleapis.com/v0/b/pe-grupo-intercorp-cld-01.appspot.com/o/benefit%2Fpromotion%2Fsarcletti_logo.png?alt=media&token=4e59e3f0-292c-49ea-b4e7-6e1d4bfb140b;123456789;Presenta esta promoción al momento de hacer el pago con Tunki.;1;4/12/4009;31/12/4009;true;1;"[
    {
      ""category"": {
        ""categoryId"": ""0e8400-e29b-41d4-a716-446655440000""
      }
    }
  ]";"[
    {
      ""description"": ""Solo en tiendas seleccionadas"";
      ""iconUrl"": ""https://firebasestorage.googleapis.com/v0/b/pe-grupo-intercorp-cld-01.appspot.com/o/benefit%2Fpromotion%2Fcondition%2FIcono_tarjeta%403x.png?alt=media&token=18a497d7-d97b-4714-8e85-f93032e3bfed""
    }
  ]";"{
    ""commerceId"": ""0e8400-e29b-41d4-a716-446655440000"";
    ""lstStoreReference"": [
      {
        ""storeId"": ""0e8400-e29b-41d4-a716-446655440000""
      }
    ]
  }";923456723-qafjf-414sffs;400;;
19;Registrar promocion con buttonLabel en blanco - resultado 400;5;PEN;Sabados;#002b65;;ALL;50% de descuento pagando con Tunki;Cineplanet;De lunes a viernes de 10:30 am a 11:00 PM;https://firebasestorage.googleapis.com/v0/b/pe-grupo-intercorp-cld-01.appspot.com/o/benefit%2Fpromotion%2Fsarcletti_background.png?alt=media&token=0f3dd8dc-7a8a-441b-bcce-393d29ef72d5;https://firebasestorage.googleapis.com/v0/b/pe-grupo-intercorp-cld-01.appspot.com/o/benefit%2Fpromotion%2Fsarcletti_logo.png?alt=media&token=4e59e3f0-292c-49ea-b4e7-6e1d4bfb140b;123456789;Presenta esta promoción al momento de hacer el pago con Tunki.;1;4/12/4009;31/12/4009;true;1;"[
    {
      ""category"": {
        ""categoryId"": ""0e8400-e29b-41d4-a716-446655440000""
      }
    }
  ]";"[
    {
      ""description"": ""Solo en tiendas seleccionadas"";
      ""iconUrl"": ""https://firebasestorage.googleapis.com/v0/b/pe-grupo-intercorp-cld-01.appspot.com/o/benefit%2Fpromotion%2Fcondition%2FIcono_tarjeta%403x.png?alt=media&token=18a497d7-d97b-4714-8e85-f93032e3bfed""
    }
  ]";"{
    ""commerceId"": ""0e8400-e29b-41d4-a716-446655440000"";
    ""lstStoreReference"": [
      {
        ""storeId"": ""0e8400-e29b-41d4-a716-446655440000""
      }
    ]
  }";923456723-qafjf-414sffs;400;;
20;Registrar promocion con buttonLabel caracteres especiales - resultado 400;5;PEN;Sabados;#002b65;#$&*+-+;ALL;50% de descuento pagando con Tunki;Cineplanet;De lunes a viernes de 10:30 am a 11:00 PM;https://firebasestorage.googleapis.com/v0/b/pe-grupo-intercorp-cld-01.appspot.com/o/benefit%2Fpromotion%2Fsarcletti_background.png?alt=media&token=0f3dd8dc-7a8a-441b-bcce-393d29ef72d5;https://firebasestorage.googleapis.com/v0/b/pe-grupo-intercorp-cld-01.appspot.com/o/benefit%2Fpromotion%2Fsarcletti_logo.png?alt=media&token=4e59e3f0-292c-49ea-b4e7-6e1d4bfb140b;123456789;Presenta esta promoción al momento de hacer el pago con Tunki.;1;4/12/4009;31/12/4009;true;1;"[
    {
      ""category"": {
        ""categoryId"": ""0e8400-e29b-41d4-a716-446655440000""
      }
    }
  ]";"[
    {
      ""description"": ""Solo en tiendas seleccionadas"";
      ""iconUrl"": ""https://firebasestorage.googleapis.com/v0/b/pe-grupo-intercorp-cld-01.appspot.com/o/benefit%2Fpromotion%2Fcondition%2FIcono_tarjeta%403x.png?alt=media&token=18a497d7-d97b-4714-8e85-f93032e3bfed""
    }
  ]";"{
    ""commerceId"": ""0e8400-e29b-41d4-a716-446655440000"";
    ""lstStoreReference"": [
      {
        ""storeId"": ""0e8400-e29b-41d4-a716-446655440000""
      }
    ]
  }";923456723-qafjf-414sffs;400;;
21;Registrar promocion con buttonLabel menor a carateres permitidos - resultado 400;5;PEN;Sabados;#002b65;Vf;ALL;50% de descuento pagando con Tunki;Cineplanet;De lunes a viernes de 10:30 am a 11:00 PM;https://firebasestorage.googleapis.com/v0/b/pe-grupo-intercorp-cld-01.appspot.com/o/benefit%2Fpromotion%2Fsarcletti_background.png?alt=media&token=0f3dd8dc-7a8a-441b-bcce-393d29ef72d5;https://firebasestorage.googleapis.com/v0/b/pe-grupo-intercorp-cld-01.appspot.com/o/benefit%2Fpromotion%2Fsarcletti_logo.png?alt=media&token=4e59e3f0-292c-49ea-b4e7-6e1d4bfb140b;123456789;Presenta esta promoción al momento de hacer el pago con Tunki.;1;4/12/4009;31/12/4009;true;1;"[
    {
      ""category"": {
        ""categoryId"": ""0e8400-e29b-41d4-a716-446655440000""
      }
    }
  ]";"[
    {
      ""description"": ""Solo en tiendas seleccionadas"";
      ""iconUrl"": ""https://firebasestorage.googleapis.com/v0/b/pe-grupo-intercorp-cld-01.appspot.com/o/benefit%2Fpromotion%2Fcondition%2FIcono_tarjeta%403x.png?alt=media&token=18a497d7-d97b-4714-8e85-f93032e3bfed""
    }
  ]";"{
    ""commerceId"": ""0e8400-e29b-41d4-a716-446655440000"";
    ""lstStoreReference"": [
      {
        ""storeId"": ""0e8400-e29b-41d4-a716-446655440000""
      }
    ]
  }";923456723-qafjf-414sffs;400;;
22;Registrar promocion con buttonLabel mayor a carateres permitidos - resultado 400;5;PEN;Sabados;#002b65;Ver detallesVer detal;ALL;50% de descuento pagando con Tunki;Cineplanet;De lunes a viernes de 10:30 am a 11:00 PM;https://firebasestorage.googleapis.com/v0/b/pe-grupo-intercorp-cld-01.appspot.com/o/benefit%2Fpromotion%2Fsarcletti_background.png?alt=media&token=0f3dd8dc-7a8a-441b-bcce-393d29ef72d5;https://firebasestorage.googleapis.com/v0/b/pe-grupo-intercorp-cld-01.appspot.com/o/benefit%2Fpromotion%2Fsarcletti_logo.png?alt=media&token=4e59e3f0-292c-49ea-b4e7-6e1d4bfb140b;123456789;Presenta esta promoción al momento de hacer el pago con Tunki.;1;4/12/4009;31/12/4009;true;1;"[
    {
      ""category"": {
        ""categoryId"": ""0e8400-e29b-41d4-a716-446655440000""
      }
    }
  ]";"[
    {
      ""description"": ""Solo en tiendas seleccionadas"";
      ""iconUrl"": ""https://firebasestorage.googleapis.com/v0/b/pe-grupo-intercorp-cld-01.appspot.com/o/benefit%2Fpromotion%2Fcondition%2FIcono_tarjeta%403x.png?alt=media&token=18a497d7-d97b-4714-8e85-f93032e3bfed""
    }
  ]";"{
    ""commerceId"": ""0e8400-e29b-41d4-a716-446655440000"";
    ""lstStoreReference"": [
      {
        ""storeId"": ""0e8400-e29b-41d4-a716-446655440000""
      }
    ]
  }";923456723-qafjf-414sffs;400;;
23;Registrar promocion con section en blanco - resultado 400;5;PEN;Sabados;#002b65;Ver detalles;;50% de descuento pagando con Tunki;Cineplanet;De lunes a viernes de 10:30 am a 11:00 PM;https://firebasestorage.googleapis.com/v0/b/pe-grupo-intercorp-cld-01.appspot.com/o/benefit%2Fpromotion%2Fsarcletti_background.png?alt=media&token=0f3dd8dc-7a8a-441b-bcce-393d29ef72d5;https://firebasestorage.googleapis.com/v0/b/pe-grupo-intercorp-cld-01.appspot.com/o/benefit%2Fpromotion%2Fsarcletti_logo.png?alt=media&token=4e59e3f0-292c-49ea-b4e7-6e1d4bfb140b;123456789;Presenta esta promoción al momento de hacer el pago con Tunki.;1;4/12/4009;31/12/4009;true;1;"[
    {
      ""category"": {
        ""categoryId"": ""0e8400-e29b-41d4-a716-446655440000""
      }
    }
  ]";"[
    {
      ""description"": ""Solo en tiendas seleccionadas"";
      ""iconUrl"": ""https://firebasestorage.googleapis.com/v0/b/pe-grupo-intercorp-cld-01.appspot.com/o/benefit%2Fpromotion%2Fcondition%2FIcono_tarjeta%403x.png?alt=media&token=18a497d7-d97b-4714-8e85-f93032e3bfed""
    }
  ]";"{
    ""commerceId"": ""0e8400-e29b-41d4-a716-446655440000"";
    ""lstStoreReference"": [
      {
        ""storeId"": ""0e8400-e29b-41d4-a716-446655440000""
      }
    ]
  }";923456723-qafjf-414sffs;400;;
24;Registrar promocion con section caracteres especiales - resultado 400;5;PEN;Sabados;#002b65;Ver detalles;$#&*+.+;50% de descuento pagando con Tunki;Cineplanet;De lunes a viernes de 10:30 am a 11:00 PM;https://firebasestorage.googleapis.com/v0/b/pe-grupo-intercorp-cld-01.appspot.com/o/benefit%2Fpromotion%2Fsarcletti_background.png?alt=media&token=0f3dd8dc-7a8a-441b-bcce-393d29ef72d5;https://firebasestorage.googleapis.com/v0/b/pe-grupo-intercorp-cld-01.appspot.com/o/benefit%2Fpromotion%2Fsarcletti_logo.png?alt=media&token=4e59e3f0-292c-49ea-b4e7-6e1d4bfb140b;123456789;Presenta esta promoción al momento de hacer el pago con Tunki.;1;4/12/4009;31/12/4009;true;1;"[
    {
      ""category"": {
        ""categoryId"": ""0e8400-e29b-41d4-a716-446655440000""
      }
    }
  ]";"[
    {
      ""description"": ""Solo en tiendas seleccionadas"";
      ""iconUrl"": ""https://firebasestorage.googleapis.com/v0/b/pe-grupo-intercorp-cld-01.appspot.com/o/benefit%2Fpromotion%2Fcondition%2FIcono_tarjeta%403x.png?alt=media&token=18a497d7-d97b-4714-8e85-f93032e3bfed""
    }
  ]";"{
    ""commerceId"": ""0e8400-e29b-41d4-a716-446655440000"";
    ""lstStoreReference"": [
      {
        ""storeId"": ""0e8400-e29b-41d4-a716-446655440000""
      }
    ]
  }";923456723-qafjf-414sffs;400;;
25;Registrar promocion con section menor a carateres permitidos - resultado 400;5;PEN;Sabados;#002b65;Ver detalles;Ah;50% de descuento pagando con Tunki;Cineplanet;De lunes a viernes de 10:30 am a 11:00 PM;https://firebasestorage.googleapis.com/v0/b/pe-grupo-intercorp-cld-01.appspot.com/o/benefit%2Fpromotion%2Fsarcletti_background.png?alt=media&token=0f3dd8dc-7a8a-441b-bcce-393d29ef72d5;https://firebasestorage.googleapis.com/v0/b/pe-grupo-intercorp-cld-01.appspot.com/o/benefit%2Fpromotion%2Fsarcletti_logo.png?alt=media&token=4e59e3f0-292c-49ea-b4e7-6e1d4bfb140b;123456789;Presenta esta promoción al momento de hacer el pago con Tunki.;1;4/12/4009;31/12/4009;true;1;"[
    {
      ""category"": {
        ""categoryId"": ""0e8400-e29b-41d4-a716-446655440000""
      }
    }
  ]";"[
    {
      ""description"": ""Solo en tiendas seleccionadas"";
      ""iconUrl"": ""https://firebasestorage.googleapis.com/v0/b/pe-grupo-intercorp-cld-01.appspot.com/o/benefit%2Fpromotion%2Fcondition%2FIcono_tarjeta%403x.png?alt=media&token=18a497d7-d97b-4714-8e85-f93032e3bfed""
    }
  ]";"{
    ""commerceId"": ""0e8400-e29b-41d4-a716-446655440000"";
    ""lstStoreReference"": [
      {
        ""storeId"": ""0e8400-e29b-41d4-a716-446655440000""
      }
    ]
  }";923456723-qafjf-414sffs;400;;
26;Registrar promocion con section mayor a carateres permitidos - resultado 400;5;PEN;Sabados;#002b65;Ver detalles;ALLALLALLALLALLALLALL;50% de descuento pagando con Tunki;Cineplanet;De lunes a viernes de 10:30 am a 11:00 PM;https://firebasestorage.googleapis.com/v0/b/pe-grupo-intercorp-cld-01.appspot.com/o/benefit%2Fpromotion%2Fsarcletti_background.png?alt=media&token=0f3dd8dc-7a8a-441b-bcce-393d29ef72d5;https://firebasestorage.googleapis.com/v0/b/pe-grupo-intercorp-cld-01.appspot.com/o/benefit%2Fpromotion%2Fsarcletti_logo.png?alt=media&token=4e59e3f0-292c-49ea-b4e7-6e1d4bfb140b;123456789;Presenta esta promoción al momento de hacer el pago con Tunki.;1;4/12/4009;31/12/4009;true;1;"[
    {
      ""category"": {
        ""categoryId"": ""0e8400-e29b-41d4-a716-446655440000""
      }
    }
  ]";"[
    {
      ""description"": ""Solo en tiendas seleccionadas"";
      ""iconUrl"": ""https://firebasestorage.googleapis.com/v0/b/pe-grupo-intercorp-cld-01.appspot.com/o/benefit%2Fpromotion%2Fcondition%2FIcono_tarjeta%403x.png?alt=media&token=18a497d7-d97b-4714-8e85-f93032e3bfed""
    }
  ]";"{
    ""commerceId"": ""0e8400-e29b-41d4-a716-446655440000"";
    ""lstStoreReference"": [
      {
        ""storeId"": ""0e8400-e29b-41d4-a716-446655440000""
      }
    ]
  }";923456723-qafjf-414sffs;400;;
27;Registrar promocion con description en blanco - resultado 400;5;PEN;Sabados;#002b65;Ver detalles;ALL;;Cineplanet;De lunes a viernes de 10:30 am a 11:00 PM;https://firebasestorage.googleapis.com/v0/b/pe-grupo-intercorp-cld-01.appspot.com/o/benefit%2Fpromotion%2Fsarcletti_background.png?alt=media&token=0f3dd8dc-7a8a-441b-bcce-393d29ef72d5;https://firebasestorage.googleapis.com/v0/b/pe-grupo-intercorp-cld-01.appspot.com/o/benefit%2Fpromotion%2Fsarcletti_logo.png?alt=media&token=4e59e3f0-292c-49ea-b4e7-6e1d4bfb140b;123456789;Presenta esta promoción al momento de hacer el pago con Tunki.;1;4/12/4009;31/12/4009;true;1;"[
    {
      ""category"": {
        ""categoryId"": ""0e8400-e29b-41d4-a716-446655440000""
      }
    }
  ]";"[
    {
      ""description"": ""Solo en tiendas seleccionadas"";
      ""iconUrl"": ""https://firebasestorage.googleapis.com/v0/b/pe-grupo-intercorp-cld-01.appspot.com/o/benefit%2Fpromotion%2Fcondition%2FIcono_tarjeta%403x.png?alt=media&token=18a497d7-d97b-4714-8e85-f93032e3bfed""
    }
  ]";"{
    ""commerceId"": ""0e8400-e29b-41d4-a716-446655440000"";
    ""lstStoreReference"": [
      {
        ""storeId"": ""0e8400-e29b-41d4-a716-446655440000""
      }
    ]
  }";923456723-qafjf-414sffs;400;;
28;Registrar promocion con description caracteres especiales - resultado 400;5;PEN;Sabados;#002b65;Ver detalles;ALL;$&#+*-.&$;Cineplanet;De lunes a viernes de 10:30 am a 11:00 PM;https://firebasestorage.googleapis.com/v0/b/pe-grupo-intercorp-cld-01.appspot.com/o/benefit%2Fpromotion%2Fsarcletti_background.png?alt=media&token=0f3dd8dc-7a8a-441b-bcce-393d29ef72d5;https://firebasestorage.googleapis.com/v0/b/pe-grupo-intercorp-cld-01.appspot.com/o/benefit%2Fpromotion%2Fsarcletti_logo.png?alt=media&token=4e59e3f0-292c-49ea-b4e7-6e1d4bfb140b;123456789;Presenta esta promoción al momento de hacer el pago con Tunki.;1;4/12/4009;31/12/4009;true;1;"[
    {
      ""category"": {
        ""categoryId"": ""0e8400-e29b-41d4-a716-446655440000""
      }
    }
  ]";"[
    {
      ""description"": ""Solo en tiendas seleccionadas"";
      ""iconUrl"": ""https://firebasestorage.googleapis.com/v0/b/pe-grupo-intercorp-cld-01.appspot.com/o/benefit%2Fpromotion%2Fcondition%2FIcono_tarjeta%403x.png?alt=media&token=18a497d7-d97b-4714-8e85-f93032e3bfed""
    }
  ]";"{
    ""commerceId"": ""0e8400-e29b-41d4-a716-446655440000"";
    ""lstStoreReference"": [
      {
        ""storeId"": ""0e8400-e29b-41d4-a716-446655440000""
      }
    ]
  }";923456723-qafjf-414sffs;400;;
29;Registrar promocion con description menor a carateres permitidos - resultado 400;5;PEN;Sabados;#002b65;Ver detalles;ALL;df;Cineplanet;De lunes a viernes de 10:30 am a 11:00 PM;https://firebasestorage.googleapis.com/v0/b/pe-grupo-intercorp-cld-01.appspot.com/o/benefit%2Fpromotion%2Fsarcletti_background.png?alt=media&token=0f3dd8dc-7a8a-441b-bcce-393d29ef72d5;https://firebasestorage.googleapis.com/v0/b/pe-grupo-intercorp-cld-01.appspot.com/o/benefit%2Fpromotion%2Fsarcletti_logo.png?alt=media&token=4e59e3f0-292c-49ea-b4e7-6e1d4bfb140b;123456789;Presenta esta promoción al momento de hacer el pago con Tunki.;1;4/12/4009;31/12/4009;true;1;"[
    {
      ""category"": {
        ""categoryId"": ""0e8400-e29b-41d4-a716-446655440000""
      }
    }
  ]";"[
    {
      ""description"": ""Solo en tiendas seleccionadas"";
      ""iconUrl"": ""https://firebasestorage.googleapis.com/v0/b/pe-grupo-intercorp-cld-01.appspot.com/o/benefit%2Fpromotion%2Fcondition%2FIcono_tarjeta%403x.png?alt=media&token=18a497d7-d97b-4714-8e85-f93032e3bfed""
    }
  ]";"{
    ""commerceId"": ""0e8400-e29b-41d4-a716-446655440000"";
    ""lstStoreReference"": [
      {
        ""storeId"": ""0e8400-e29b-41d4-a716-446655440000""
      }
    ]
  }";923456723-qafjf-414sffs;400;;
